id	ATC	Laboratorio	Forma	Nombre local	País	generic_name	Vía	commercial_name	presentation
5860	L03AX13	['IVAX ARGENTINA S.A.']	['solución inyectable en jeringa precargada']	COPAXONE 20 mg/1 ml Sol. iny. en jeringa precargada	['Argentina']	Glatirámero acetato	['subcutánea']	COPAXONE	20 mg/1 ml Sol. iny. en jeringa precargada
5861	N03AD01	['LABORATORIO ELEA PHOENIX S.A.']	['cápsula dura']	ZARONTIN 250 mg Cáps. dura	['Argentina']	Etosuximida	['oral']	ZARONTIN	250 mg Cáps. dura
5862	H01AC01	['GEMABIOTECH S.A.U.']	['solución inyectable en cartucho']	SOMACTIVE LF 5 mg/1,5 ml Sol. iny. en cartucho	['Argentina']	Somatropina	['subcutánea']	SOMACTIVE LF	5 mg/1,5 ml Sol. iny. en cartucho
5863	B05BB02	['HLB PHARMA GROUP S.A.']	['solución inyectable']	DEXTROSA AL 5% 5 g/0,85 g/100 ml Sol. iny.	['Argentina']	Electrolitos con carbohidratos	['intravenosa']	DEXTROSA AL	5% 5 g/0,85 g/100 ml Sol. iny.
5864	N02BE51	['MONTE VERDE S.A.']	['comprimido recubierto']	PARACETAMOL GRIP NF Comp. recub.	['Argentina']	Paracetamol, asociaciones excl. psicolépticos	['oral']	PARACETAMOL GRIP NF	Comp. recub.
5865	M01AH05	['LABORATORIOS BETA S.A.']	['comprimido recubierto']	COXAL 120 mg Comp. recub.	['Argentina']	Etoricoxib	['oral']	COXAL	120 mg Comp. recub.
5866	D01BA02	['MONTE VERDE S.A.']	['comprimido']	LIKANA 250 mg Comp.	['Argentina']	Terbinafina	['oral']	LIKANA	250 mg Comp.
5867	A03DB04 P1	['BIOTENK S.A.']	['comprimido recubierto']	ESPASMO BIOTENK 10 mg/250 mg Comp. recub.	['Argentina']	Butilescopolamina + metamizol	['oral']	ESPASMO BIOTENK	10 mg/250 mg Comp. recub.
5868	C10AA07	['SIEGFRIED S.A.']	['comprimido recubierto']	ROXOLAN 20 20 mg Comp. recub.	['Argentina']	Rosuvastatina	['oral']	ROXOLAN	20 20 mg Comp. recub.
5869	L01BC07	['LABORATORIO KEMEX S.A.']	['liofilizado para suspensión inyectable']	AZAMEX 100 mg Liof. para susp. iny.	['Argentina']	Azacitidina	['intravenosa']	AZAMEX	100 mg Liof. para susp. iny.
5870	N02BA01	['LABORATORIO FECOFAR DE LA FEDERACION ARGENTINA DE COOPERATIVAS FARMACEUTICAS COOP. LTDA.']	['comprimido']	ASPIRINA FECOFAR 500 mg Comp.	['Argentina']	Acetilsalicílico ácido	['oral']	ASPIRINA FECOFAR	500 mg Comp.
5871	D10AD03	['LABORATORIOS ANDROMACO S.A.I.C.E.I.']	['gel cutáneo']	SINAC 0,1 g/100 g Gel dérmico	['Argentina']	Adapaleno	['vía tópica']	SINAC	0,1 g/100 g Gel dérmico
5872	A02BC01	['LABORATORIOS BAGO S.A.']	['comprimido recubierto gastrorresistente']	ULCOZOL 10 10 mg Comp. recub. gastrorr.	['Argentina']	Omeprazol	['oral']	ULCOZOL	10 10 mg Comp. recub. gastrorr.
5873	A01AA01	['LABORATORIOS BERNABO S.A.']	['gotas orales en solución']	FLUORDENT 221 mg/100 ml Gotas orales en sol.	['Argentina']	Fluoruro de sodio	['oral']	FLUORDENT	221 mg/100 ml Gotas orales en sol.
5874	J01CA04	['NOVARTIS ARGENTINA S.A.']	['comprimido recubierto']	TELMOX 500 mg Comp. recub.	['Argentina']	Amoxicilina	['oral']	TELMOX	500 mg Comp. recub.
5875	N02BE51	['FINADIET S.A.I.C.F.E.I.']	['comprimido']	LETONDAL 30 mg/30 mg/500 mg Comp.	['Argentina']	Paracetamol, asociaciones excl. psicolépticos	['oral']	LETONDAL	30 mg/30 mg/500 mg Comp.
5876	D01AC01	['LABORATORIOS MONSERRAT Y ECLAIR S.A.']	['loción']	MICOCLIN 1 g/100 ml Loción tópica	['Argentina']	Clotrimazol tópico	['vía tópica']	MICOCLIN	1 g/100 ml Loción tópica
5877	G03AC10	['GADOR S.A.']	['comprimido recubierto']	FUCSIA 4 mg Comp. recub.	['Argentina']	Drospirenona	['oral']	FUCSIA	4 mg Comp. recub.
5878	A10BD07	['MSD ARGENTINA S.R.L.']	['comprimido de liberación prolongada']	JANUMET XR 1000 mg/50 mg Comp. LP	['Argentina']	Metformina y sitagliptina	['oral']	JANUMET XR	1000 mg/50 mg Comp. LP
5879	A11DB P1	['LABORATORIOS BAGO S.A.']	['cápsula blanda']	BAGO B1 - B6 - B12 CB 5000 5 mg/140 mg/125 mg Cáps. blanda	['Argentina']	Vitamina B1 + Vitamina B6 + Vitamina B12	['oral']	BAGO	B1 - B6 - B12 CB 5000 5 mg/140 mg/125 mg Cáps. blanda
5880	L01XG01	['LABORATORIOS RICHMOND S.A.C.I.F.']	['liofilizado para solución inyectable']	EGIDON 3,5 mg Polvo liof. para sol. iny.	['Argentina']	Bortezomib	['intravenosa']	EGIDON	3,5 mg Polvo liof. para sol. iny.
5881	L01XG01	['LABORATORIO KEMEX S.A.']	['polvo para solución inyectable']	ZEFRA 3,5 mg Polvo para sol. iny.	['Argentina']	Bortezomib	['intravenosa']	ZEFRA	3,5 mg Polvo para sol. iny.
5882	C05CA53 P1	['LABORATORIOS BERNABO S.A.']	['granulado para suspensión oral']	TERBENOL UD 900 mg/100 mg/1 sobre Granul. para susp. oral	['Argentina']	Diosmina + hesperidina	['oral']	TERBENOL UD	900 mg/100 mg/1 sobre Granul. para susp. oral
5883	C08CA01	['MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA']	['comprimido']	ANEXA 10 mg Comp.	['Argentina']	Amlodipino	['oral']	ANEXA	10 mg Comp.
5884	D01AC01	['LABORATORIOS MONSERRAT Y ECLAIR S.A.']	['polvo para uso externo']	MICOCLIN 1 g/100 g Polvo cutáneo	['Argentina']	Clotrimazol tópico	['vía tópica']	MICOCLIN	1 g/100 g Polvo cutáneo
5885	C09AA02	['LABORATORIOS BAGO S.A.']	['comprimido']	GLIOTEN 20 mg Comp.	['Argentina']	Enalapril	['oral']	GLIOTEN	20 mg Comp.
5886	G03GA30 P1	['MERCK S.A.']	['solución inyectable en cartucho']	PERGOVERIS 300 UI/150 UI/0,48 ml Sol. iny. en cartucho	['Argentina']	Folitropina alfa + Lutropina alfa	['subcutánea']	PERGOVERIS	300 UI/150 UI/0,48 ml Sol. iny. en cartucho
5887	A11ED	['LABORATORIOS BAGO S.A.']	['comprimido recubierto']	LONGEVITAL Comp. recub.	['Argentina']	Vitaminas del complejo B con esteroides anabólicos	['oral']	LONGEVITAL	Comp. recub.
5888	D10AD51 P1	['HLB PHARMA GROUP S.A.']	['gel cutáneo']	ACNEOUT 4 g/0,025 g/100 g Gel dérmico	['Argentina']	Tretinoína + eritromicina	['cutáneo']	ACNEOUT	4 g/0,025 g/100 g Gel dérmico
5889	L01CD01	['MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA']	['solución inyectable']	PACLITAXEL MICROSULES 30 mg/5 ml Sol. iny.	['Argentina']	Paclitaxel	['intravenosa']	PACLITAXEL MICROSULES	30 mg/5 ml Sol. iny.
5890	S01ED51 P2	['LABORATORIO INTERNACIONAL ARGENTINO S.A.']	['solución oftálmica']	TIMOBRIM SOLUCIÓN OFTÁLMICA (5 mg + 2 mg)/mL	['Argentina']	Timolol + Brimonidina	['oftálmica']	TIMOBRIM	SOLUCIÓN OFTÁLMICA (5 mg + 2 mg)/mL
5891	D07CC01 P6	['KLONAL S.R.L.']	['crema dérmica']	MIKLOGEN 0,1 g/0,1 g/2 g/100 g Crema dérmica	['Argentina']	Betametasona + gentamicina + miconazol	['cutáneo']	MIKLOGEN	0,1 g/0,1 g/2 g/100 g Crema dérmica
5892	A10BH01	['ROEMMERS S.A.I.C.F.']	['comprimido recubierto']	AGLIPTIN 50 mg Comp. recub.	['Argentina']	Sitagliptina	['oral']	AGLIPTIN	50 mg Comp. recub.
5893	N06AX23	['PFIZER S.R.L.']	['comprimido de liberación prolongada']	PRISTIQ 100 mg Comp. recub. LP	['Argentina']	Desvenlafaxina	['oral']	PRISTIQ	100 mg Comp. recub. LP
5894	M01AB05	['SIEGFRIED S.A.']	['comprimido recubierto']	VESALION 75 mg Comp. recub.	['Argentina']	Diclofenaco	['oral']	VESALION	75 mg Comp. recub.
5895	C10AA01	['MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA']	['comprimido recubierto']	TANAVAT 20 mg Comp. recub.	['Argentina']	Simvastatina	['oral']	TANAVAT	20 mg Comp. recub.
5896	C01CA24	['VEINFAR S.A.I.C.']	['solución inyectable']	ADRENALINA LARJAN 1 mg/1 ml Sol. iny.	['Argentina']	Epinefrina, cardiología	['parenteral']	ADRENALINA LARJAN	1 mg/1 ml Sol. iny.
5897	H02AB01	['LABORATORIO PABLO CASSARA S.R.L.']	['suspensión inyectable']	BETACORT CASSARA 3 mg/3 mg/1 ml Susp. iny.	['Argentina']	Betametasona	['intramuscular']	BETACORT CASSARA	3 mg/3 mg/1 ml Susp. iny.
5898	N03AG02	['IVAX ARGENTINA S.A.']	['comprimido recubierto']	LOGICAL S 500 mg Comp. recub.	['Argentina']	Valpromida	['oral']	LOGICAL S	500 mg Comp. recub.
5899	R03DC03	['IVAX ARGENTINA S.A.']	['comprimido masticable']	MONTELUKAST TEVA 5 mg Comp. masticable	['Argentina']	Montelukast	['oral']	MONTELUKAST TEVA	5 mg Comp. masticable
5900	A03FA03	['LAFEDAR S.A.']	['solución inyectable']	PERIDON 4 mg/2 ml Sol. iny.	['Argentina']	Domperidona	['intramuscular']	PERIDON	4 mg/2 ml Sol. iny.
5901	R05X	['EUROFARMA ARGENTINA S.A.']	['comprimido recubierto']	PREDUAL Comp. recub.	['Argentina']	Otros preparados para el resfriado	['oral']	PREDUAL	Comp. recub.
5902	C10AA05	['LAFEDAR S.A.']	['comprimido recubierto']	LIPODREN 20 mg Comp. recub.	['Argentina']	Atorvastatina	['oral']	LIPODREN	20 mg Comp. recub.
5903	H02BX P8	['SIEGFRIED S.A.']	['comprimido recubierto']	LONER B (IP) 5 mg/0,6 mg Comp. recub.	['Argentina']	Betametasona + desloratadina	['oral']	LONER B (IP)	5 mg/0,6 mg Comp. recub.
5904	A03AA05	['LABORATORIOS BERNABO S.A.']	['comprimido']	MIOPROPAN 200 mg Comp.	['Argentina']	Trimebutina	['oral']	MIOPROPAN	200 mg Comp.
5905	C08CA01	['LABORATORIO ECZANE PHARMA S.A.']	['comprimido']	AMLODISANE 5 mg Comp.	['Argentina']	Amlodipino	['oral']	AMLODISANE	5 mg Comp.
5906	M02AA15	['LABORATORIO FECOFAR DE LA FEDERACION ARGENTINA DE COOPERATIVAS FARMACEUTICAS COOP. LTDA.']	['gel cutáneo']	IGLODINE 1,16 g/100 g Gel dérmico	['Argentina']	Diclofenaco antiinflamatorio tópico	['cutáneo']	IGLODINE	1,16 g/100 g Gel dérmico
5907	R03AC02	['BIOFACTOR S.A.']	['aerosol']	AIRSALBU HFA AEROSOL PARA INHALACIÓN 0,2 g/100 mL	['Argentina']	Salbutamol inhalatorio	['inhalatoria']	AIRSALBU HFA	AEROSOL PARA INHALACIÓN 0,2 g/100 mL
5908	J01EE01	['KLONAL S.R.L.']	['comprimido']	COTRIZOL G 400 mg/80 mg Comp.	['Argentina']	Sulfametoxazol y trimetoprima	['oral']	COTRIZOL G	400 mg/80 mg Comp.
5909	R03DC03	['QUIMICA MONTPELLIER S.A.']	['comprimido masticable']	ASMAVITAN 4 mg Comp. masticable	['Argentina']	Montelukast	['oral']	ASMAVITAN	4 mg Comp. masticable
5910	J07AX	['LABORATORIOS CASASCO S.A.I.C.']	['gotas orales en solución']	VACUNA ORAL CASASCO Gotas orales en sol.	['Argentina']	Otras vacunas antibacterianas	['oral']	VACUNA	ORAL CASASCO Gotas orales en sol.
5911	J01CR01 P1	['KILAB S.R.L.']	['polvo para solución inyectable']	AMPI BIS PLUS 1000 mg/500 mg/5 ml Polvo para sol. iny.	['Argentina']	Ampicilina + sulbactam	['intramuscular']	AMPI BIS PLUS	1000 mg/500 mg/5 ml Polvo para sol. iny.
5912	L01BC05	['LABORATORIO LKM S.A.']	['liofilizado para solución inyectable']	GESTREDOS 200 200 mg Polvo liof. para sol. iny.	['Argentina']	Gemcitabina	['intravenosa']	GESTREDOS	200 200 mg Polvo liof. para sol. iny.
5913	A12AX	['GRAMON MILLET S.A.']	['solución oral']	ADEROGYL 7,5 mg/15 mg/120000 UI/3 ml Sol. oral	['Argentina']	Calcio, combinaciones con vitamina D y/o otros fármacos	['oral']	ADEROGYL	7,5 mg/15 mg/120000 UI/3 ml Sol. oral
5914	C09BB07	['LABORATORIOS TEMIS LOSTALO S.A.']	['cápsula']	LOSTAPRÉS A 2,5 mg/5 mg Cáps.	['Argentina']	Ramipril y amlodipino	['oral']	LOSTAPRÉS A	2,5 mg/5 mg Cáps.
5915	N03AA02	['KLONAL S.R.L.']	['comprimido']	FENOBARBITAL KLONAL 15 mg Comp.	['Argentina']	Fenobarbital	['oral']	FENOBARBITAL KLONAL	15 mg Comp.
5916	A05AA02	['QUIMICA ARISTON S.A.I.C.I.F.']	['comprimido recubierto']	AUDECOL 300 mg Comp. recub.	['Argentina']	Ursodeoxicólico ácido	['oral']	AUDECOL	300 mg Comp. recub.
5917	B05XA09	['P.L. RIVERO Y CIA. S.A.']	['solución inyectable']	SOLUCION DE FOSFATO DE SODIO RIVERO 142 g/0,276 g/1 ml Sol. iny.	['Argentina']	Fosfato de sodio	['intravenosa']	SOLUCION DE FOSFATO DE SODIO RIVERO	142 g/0,276 g/1 ml Sol. iny.
5918	J01FA10	['KLONAL S.R.L.']	['polvo para suspensión oral']	AZITRONA KLONAL 200 mg/5 ml Polvo para susp. oral	['Argentina']	Azitromicina	['oral']	AZITRONA KLONAL	200 mg/5 ml Polvo para susp. oral
5919	N02BE51 P42	['LABORATORIOS MAR S.A.']	['comprimido recubierto']	DICLOMAR GESIC 50 mg/500 mg Comp. recub.	['Argentina']	Paracetamol + diclofenaco	['oral']	DICLOMAR GESIC	50 mg/500 mg Comp. recub.
5920	J05AB01	['LABORATORIO ELEA PHOENIX S.A.']	['cápsula dura']	LISOVYR 200 mg Cáps. dura	['Argentina']	Aciclovir	['oral']	LISOVYR	200 mg Cáps. dura
5921	J05AF06	['LABORATORIO LKM S.A.']	['solución oral']	PLUSABCIR 20 mg/1 ml Sol. oral	['Argentina']	Abacavir	['oral']	PLUSABCIR	20 mg/1 ml Sol. oral
5922	D07AB09	['LABORATORIOS PHARMATRIX DIVISION DE THERABEL PHARMA S.A.']	['crema']	GLYTOP 0,1 g/100 g Crema	['Argentina']	Triamcinolona tópica	['vía tópica']	GLYTOP	0,1 g/100 g Crema
5923	N06AX11	['MONTE VERDE S.A.']	['comprimido recubierto']	COMENTER 30 mg Comp. recub.	['Argentina']	Mirtazapina	['oral']	COMENTER	30 mg Comp. recub.
5924	G03GA02	['LABORATORIOS FERRING S.A.']	['liofilizado para solución inyectable']	MENOPUR 75 UI/75 UI/1 ml Polvo liof. para sol. iny.	['Argentina']	Gonadotrofina menopáusica humana	['intramuscular']	MENOPUR	75 UI/75 UI/1 ml Polvo liof. para sol. iny.
5925	L01BB02	['LABORATORIO VARIFARMA S.A.']	['comprimido']	VARIMER 50 mg Comp.	['Argentina']	Mercaptopurina	['oral']	VARIMER	50 mg Comp.
5926	A05AA P1	['LABORATORIO FECOFAR DE LA FEDERACION ARGENTINA DE COOPERATIVAS FARMACEUTICAS COOP. LTDA.']	['comprimido recubierto']	HEPACHOFA HEPAT 100 mg/100 mg Comp. recub.	['Argentina']	Dehidrocólico ácido + cynara scolymus	['oral']	HEPACHOFA HEPAT	100 mg/100 mg Comp. recub.
5927	C07AG02	['NEXO PHARMACEUTICAL GROUP S.A.']	['comprimido']	NEXOCARDIL 12,5 mg Comp.	['Argentina']	Carvedilol	['oral']	NEXOCARDIL	12,5 mg Comp.
5928	G04BD04	['QUIMICA ARISTON S.A.I.C.I.F.']	['comprimido']	OXI - Q 5 mg Comp.	['Argentina']	Oxibutinina	['oral']	OXI - Q	5 mg Comp.
5929	D10AF02	['SIEGFRIED S.A.']	['solución cutánea']	ILOTICINA 4 g/100 ml Sol. tópica	['Argentina']	Eritromicina tópica	['cutáneo']	ILOTICINA	4 g/100 ml Sol. tópica
5930	C09CA03	['LABORATORIO AUSTRAL S.A.']	['comprimido recubierto']	VALSALEP 80 mg Comp. recub.	['Argentina']	Valsartán	['oral']	VALSALEP	80 mg Comp. recub.
5931	S01AA12	['DENVER FARMA S.A.']	['solución oftálmica']	TOBRABIOTIC 3 mg/1 ml Sol. oftálmica	['Argentina']	Tobramicina oftálmica	['oftálmica']	TOBRABIOTIC	3 mg/1 ml Sol. oftálmica
5932	N02AB03	['JANSSEN CILAG FARMACEUTICA S.A.']	['sistema de liberación transdérmica']	DUROGESIC D-TRANS 50 mcg/1 hora Sist. transdérmico	['Argentina']	Fentanilo, analgésico	['transdérmica']	DUROGESIC D-TRANS	50 mcg/1 hora Sist. transdérmico
5933	D01AE14	['LABORATORIO PABLO CASSARA S.R.L.']	['loción']	MICOPIROX 1 g/100 ml Loción tópica	['Argentina']	Ciclopirox	['vía tópica']	MICOPIROX	1 g/100 ml Loción tópica
5934	J01CR02 P1	['LABORATORIOS RICHET S.A.']	['polvo para suspensión oral']	AMOXICILINA/CLAVULANICO FORTE RICHET 500 mg/125 mg/5 ml Polvo para susp. oral	['Argentina']	Amoxicilina + clavulánico ácido	['oral']	AMOXICILINA/CLAVULANICO FORTE RICHET	500 mg/125 mg/5 ml Polvo para susp. oral
5935	N02BF02	['QUIMICA ARISTON S.A.I.C.I.F.']	['cápsula dura']	PREBIEN 150 mg Cáps. dura	['Argentina']	Pregabalina	['oral']	PREBIEN	150 mg Cáps. dura
5936	M01AB05	['GEMINIS FARMACEUTICA S.A.']	['comprimido recubierto']	RODINAC K 75 mg Comp. recub.	['Argentina']	Diclofenaco	['oral']	RODINAC K	75 mg Comp. recub.
5937	A16AX04	['CONIFARMA CONSORCIO DE INTEG FARM S.A.']	['cápsula dura']	NITINE 5 mg Cáps. dura	['Argentina']	Nitisinona	['oral']	NITINE	5 mg Cáps. dura
5938	A16AA	['PANALAB S.A. ARGENTINA']	['comprimido recubierto']	VALCATIL 270 mg/100 mg/150 mg Comp. recub.	['Argentina']	Aminoácidos y derivados	['oral']	VALCATIL	270 mg/100 mg/150 mg Comp. recub.
5939	A10BH01	['MSD ARGENTINA S.R.L.']	['comprimido recubierto']	JANUVIA 50 mg Comp. recub.	['Argentina']	Sitagliptina	['oral']	JANUVIA	50 mg Comp. recub.
5940	A03FA09	['LABORATORIO AUSTRAL S.A.']	['comprimido']	GASTROKIN 5 mg Comp.	['Argentina']	Mosaprida	['oral']	GASTROKIN	5 mg Comp.
5941	N02BA01	['TRB PHARMA S.A.']	['comprimido']	BLASTOP PREVENT 100 mg Comp.	['Argentina']	Acetilsalicílico ácido	['oral']	BLASTOP PREVENT	100 mg Comp.
5942	C10BX03	['SIDUS S.A.']	['comprimido recubierto']	TEMAX 5 mg/10 mg Comp. recub.	['Argentina']	Atorvastatina y amlodipino	['oral']	TEMAX	5 mg/10 mg Comp. recub.
5943	N05AH04	['LABORATORIO VANNIER S.A.']	['comprimido recubierto']	QUETIAPINA VANNIER 25 mg Comp. recub.	['Argentina']	Quetiapina	['oral']	QUETIAPINA VANNIER	25 mg Comp. recub.
5944	C09DA03 P1	['LABORATORIO AUSTRAL S.A.']	['comprimido recubierto']	VALSALEP D 25 mg + 160 mg Comp. recub.	['Argentina']	Valsartán + hidroclorotiazida	['oral']	VALSALEP D	25 mg + 160 mg Comp. recub.
5945	M03BX08	['MONTE VERDE S.A.']	['cápsula dura de liberación prolongada']	MITRUL 15 mg Cáps. LP	['Argentina']	Ciclobenzaprina	['oral']	MITRUL	15 mg Cáps. LP
5946	A02BC01	['LABORATORIOS BAGO S.A.']	['comprimido recubierto gastrorresistente']	ULCOZOL 20 20 mg Comp. recub. gastrorr.	['Argentina']	Omeprazol	['oral']	ULCOZOL	20 20 mg Comp. recub. gastrorr.
5947	G04BE03	['LABORATORIOS CASASCO S.A.I.C.']	['comprimido recubierto']	ACTIVIL 100 mg Comp. recub.	['Argentina']	Sildenafilo	['oral']	ACTIVIL	100 mg Comp. recub.
5948	M01AB55 P4	['LABORATORIOS MAR S.A.']	['comprimido gastrorresistente']	DICLOMAR FLEX POTASICO 52,5 mg/4 mg Comp. gastrorr.	['Argentina']	Diclofenaco + pridinol	['oral']	DICLOMAR FLEX POTASICO	52,5 mg/4 mg Comp. gastrorr.
5949	M03AB01	['LABORATORIOS FABRA S.A.']	['solución inyectable']	SUCCINILCOLINA FABRA 100 mg Sol. iny.	['Argentina']	Suxametonio	['intramuscular']	SUCCINILCOLINA FABRA	100 mg Sol. iny.
5950	B05XA03	['NORGREEN S.A.']	['solución inyectable']	SOLUCION FISIOLOGICA DE CLORURO DE SODIO NORGREEN 0,9 g/100 ml Sol. iny.	['Argentina']	Cloruro sódico, aditivos para sol. IV	['intramuscular']	SOLUCION FISIOLOGICA DE CLORURO DE SODIO NORGREEN	0,9 g/100 ml Sol. iny.
5951	N05BA12	['EUROFARMA ARGENTINA S.A.']	['comprimido']	PLASEDAN 0,5 mg Comp.	['Argentina']	Alprazolam	['oral']	PLASEDAN	0,5 mg Comp.
5952	A10BD02 P2	['LABORATORIO ELEA PHOENIX S.A.']	['comprimido recubierto']	GLUCOVANCE 2,5 mg/500 mg Comp. recub.	['Argentina']	Metformina + glibenclamida	['oral']	GLUCOVANCE	2,5 mg/500 mg Comp. recub.
5953	B01AC23	['JANSSEN CILAG FARMACEUTICA S.A.']	['comprimido']	PLETAAL 50 mg Comp.	['Argentina']	Cilostazol	['oral']	PLETAAL	50 mg Comp.
5954	G03AD01	['LAFEDAR S.A.']	['comprimido']	LURSELLE UD 1,5 mg Comp.	['Argentina']	Levonorgestrel, anticonceptivo emergencia	['oral']	LURSELLE UD	1,5 mg Comp.
5955	R06AX13	['LAFEDAR S.A.']	['jarabe']	NULAREF 0,1 g/100 ml Jarabe	['Argentina']	Loratadina	['oral']	NULAREF	0,1 g/100 ml Jarabe
5956	G04CB02	['LABORATORIO ELEA PHOENIX S.A.']	['comprimido']	LINUS 0,5 mg Comp.	['Argentina']	Dutasterida	['oral']	LINUS	0,5 mg Comp.
5957	J01GB03	['LABORATORIO INTERNACIONAL ARGENTINO S.A.']	['solución inyectable']	PLURISEMINA 400 400 mg/10 ml Sol. iny.	['Argentina']	Gentamicina	['intramuscular']	PLURISEMINA	400 400 mg/10 ml Sol. iny.
5958	A10BD08	['BALIARDA S.A.']	['comprimido recubierto']	VI BALIGLUC 850 mg + 50 mg Comp. recub.	['Argentina']	Metformina y vildagliptina	['oral']	VI BALIGLUC	850 mg + 50 mg Comp. recub.
5959	L01CD01	['LABORATORIOS IMA S.A.I.C.']	['solución inyectable']	PACLITAXEL IMA 100 mg/16,7 ml Sol. iny.	['Argentina']	Paclitaxel	['intravenosa']	PACLITAXEL IMA	100 mg/16,7 ml Sol. iny.
5960	C10AA05	['BALIARDA S.A.']	['comprimido recubierto']	TORIVAS 20 mg Comp. recub.	['Argentina']	Atorvastatina	['oral']	TORIVAS	20 mg Comp. recub.
5961	J01GB01	['TECHSPHERE DE ARGENTINA S.A.']	['solución para vía inhalatoria']	TOFIB 300 mg/5 ml Sol. para inhal.	['Argentina']	Tobramicina	['inhalatoria']	TOFIB	300 mg/5 ml Sol. para inhal.
5962	N06AA04	['NOVARTIS ARGENTINA S.A.']	['comprimido de liberación modificada']	ANAFRANIL 75 DIVITABS 75 mg Comp. recub. LC	['Argentina']	Clomipramina	['oral']	ANAFRANIL	75 DIVITABS 75 mg Comp. recub. LC
5963	A11DB P1	['MEDIPHARMA S.A.']	['comprimido recubierto']	TIAMIDON 300 10 mcg/2 mg/300 mg Comp. recub.	['Argentina']	Vitamina B1 + Vitamina B6 + Vitamina B12	['oral']	TIAMIDON	300 10 mcg/2 mg/300 mg Comp. recub.
5964	L01BC06	['ASOFARMA S.A.I.C.']	['comprimido recubierto']	CAPEFAS 500 mg Comp. recub.	['Argentina']	Capecitabina	['oral']	CAPEFAS	500 mg Comp. recub.
5965	L01EX03	['MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA']	['comprimido recubierto']	MAVERICK 400 400 mg Comp. recub.	['Argentina']	Pazopanib	['oral']	MAVERICK	400 400 mg Comp. recub.
5966	C08CA01	['LABORATORIOS RICHMOND S.A.C.I.F.']	['comprimido']	AMZE 5 mg Comp.	['Argentina']	Amlodipino	['oral']	AMZE	5 mg Comp.
5967	A05AA02	['BIOTOSCANA FARMA S.A.']	['comprimido recubierto']	URSOFALK 500 mg Comp. recub.	['Argentina']	Ursodeoxicólico ácido	['oral']	URSOFALK	500 mg Comp. recub.
5968	N05AE05	['LABORATORIOS RICHMOND S.A.C.I.F.']	['comprimido recubierto']	KYTZAN 80 mg Comp. recub.	['Argentina']	Lurasidona	['oral']	KYTZAN	80 mg Comp. recub.
5969	R03AK06	['LABORATORIO PABLO CASSARA S.R.L.']	['aerosol']	VETALONE 125 mcg/25 mcg/1 pulsación Aerosol	['Argentina']	Salmeterol y fluticasona	['inhalatoria']	VETALONE	125 mcg/25 mcg/1 pulsación Aerosol
5970	N02AF02	['SOUBEIRAN CHOBET S.R.L.']	['solución inyectable']	NALBUFINA CHOBET 20 mg/1 ml Sol. iny.	['Argentina']	Nalbufina	['intravenosa']	NALBUFINA CHOBET	20 mg/1 ml Sol. iny.
5971	J05AB01	['ROEMMERS S.A.I.C.F.']	['comprimido']	POVIRAL 800 mg Comp.	['Argentina']	Aciclovir	['oral']	POVIRAL	800 mg Comp.
5972	C09DB01	['NOVARTIS ARGENTINA S.A.']	['comprimido recubierto']	EXFORGE 10 mg/320 mg Comp. recub.	['Argentina']	Valsartán y amlodipino	['oral']	EXFORGE	10 mg/320 mg Comp. recub.
5973	N01BB02	['LABORATORIOS RICHMOND S.A.C.I.F.']	['jalea']	REGIOCAINA 2 g/100 ml Jalea	['Argentina']	Lidocaína anestésico local	['vía tópica']	REGIOCAINA	2 g/100 ml Jalea
5974	C10AA05	['CRAVERI S.A.I.C.']	['comprimido recubierto']	PLAN 10 mg Comp. recub.	['Argentina']	Atorvastatina	['oral']	PLAN	10 mg Comp. recub.
5975	N06AB04	['LABORATORIOS BAGO S.A.']	['comprimido recubierto']	HUMORAP 20 mg Comp. recub.	['Argentina']	Citalopram	['oral']	HUMORAP	20 mg Comp. recub.
5976	A16AX01	['QUIMICA ARISTON S.A.I.C.I.F.']	['comprimido recubierto']	AT600 600 mg Comp. recub.	['Argentina']	Tióctico ácido	['oral']		AT600 600 mg Comp. recub.
5977	M03AC04	['LABORATORIOS RICHMOND S.A.C.I.F.']	['solución inyectable']	TRACURIX 50 mg/5 ml Sol. iny.	['Argentina']	Atracurio	['intravenosa']	TRACURIX	50 mg/5 ml Sol. iny.
5978	99m Tc) mertiatida	['TECNONUCLEAR S.A.']	['liofilizado para solución inyectable']	RENO-TEC 1 mg Polvo liof. para sol. iny.	['Argentina']	Tecnecio	['intravenosa']	RENO-TEC	1 mg Polvo liof. para sol. iny.
5979	A02BA02	['LABORATORIO INTERNACIONAL ARGENTINO S.A.']	['solución inyectable']	FENDIBINA INYECTABLE 50 mg/5 mL	['Argentina']	Ranitidina	['intramuscular']	FENDIBINA	INYECTABLE 50 mg/5 mL
